chr7:21366766-21367167,(idx:0_1-start:19-end:25-importance:0.1139213889837265);(idx:0_0-start:48-end:58-importance:0.15238918364048004);(idx:0_2-start:60-end:69-importance:0.0781804546713829);(idx:0_1-start:189-end:195-importance:0.011799752712249756);(idx:0_3-start:229-end:234-importance:0.19282372295856476);(idx:0_2-start:238-end:247-importance:0.032603319734334946);(idx:0_0-start:290-end:300-importance:0.14576122164726257);(idx:0_4-start:287-end:294-importance:0.13180257380008698);(idx:0_1-start:353-end:359-importance:0.108879454433918);(idx:1_13-start:33-end:39-importance:0.09698798507452011);(idx:1_1-start:54-end:61-importance:0.10493697971105576);(idx:1_7-start:78-end:79-importance:0.017569445073604584);(idx:1_3-start:241-end:249-importance:0.3276553153991699);(idx:1_0-start:295-end:301-importance:0.11653100699186325);(idx:1_9-start:351-end:352-importance:0.11319757252931595)
chr14:63130230-63130631,(idx:0_0-start:146-end:156-importance:0.38959741592407227);(idx:0_0-start:163-end:173-importance:0.24939434230327606)
chr20:4813213-4813614 (RC),(idx:0_0-start:154-end:164-importance:0.22547858953475952);(idx:0_0-start:217-end:227-importance:0.3801451623439789);(idx:0_4-start:228-end:235-importance:0.5470959544181824)
chr17:51710760-51711161 (RC),(idx:0_1-start:34-end:40-importance:-0.12500274181365967);(idx:0_1-start:121-end:127-importance:0.7100990414619446);(idx:0_1-start:171-end:177-importance:-0.504880964756012);(idx:0_0-start:199-end:209-importance:2.173914670944214);(idx:0_2-start:193-end:202-importance:2.173914670944214);(idx:0_1-start:224-end:230-importance:0.24581286311149597);(idx:0_1-start:234-end:240-importance:0.025495212525129318);(idx:0_1-start:260-end:266-importance:0.38278651237487793);(idx:0_0-start:286-end:296-importance:0.7930060029029846);(idx:0_0-start:294-end:304-importance:0.8036351203918457);(idx:0_2-start:305-end:314-importance:0.3476906418800354);(idx:0_1-start:316-end:322-importance:0.2710599899291992);(idx:1_7-start:194-end:195-importance:2.1997509002685547);(idx:1_6-start:300-end:308-importance:0.4299483597278595);(idx:1_7-start:328-end:329-importance:-0.009994657710194588)
chr7:36942514-36942915 (RC),(idx:0_1-start:79-end:85-importance:-0.030504198744893074);(idx:0_1-start:127-end:133-importance:0.18308882415294647);(idx:0_1-start:143-end:149-importance:0.4932451844215393);(idx:0_1-start:148-end:154-importance:0.5262784361839294);(idx:0_1-start:155-end:161-importance:0.6142487525939941);(idx:0_1-start:171-end:177-importance:0.6928740739822388);(idx:0_0-start:174-end:184-importance:0.4598831832408905);(idx:0_2-start:201-end:210-importance:0.5325822830200195);(idx:0_0-start:237-end:247-importance:0.20938506722450256);(idx:0_1-start:248-end:254-importance:0.21649493277072906);(idx:0_1-start:261-end:267-importance:0.1323501467704773);(idx:1_3-start:144-end:152-importance:0.46389296650886536);(idx:1_7-start:182-end:183-importance:0.32714661955833435);(idx:1_0-start:239-end:245-importance:0.21974676847457886);(idx:1_13-start:260-end:266-importance:0.07573647052049637)
chr11:38569722-38570123,
chr5:112283299-112283700 (RC),(idx:0_5-start:228-end:238-importance:0.3221990168094635);(idx:0_2-start:236-end:245-importance:0.7114090323448181);(idx:0_0-start:248-end:258-importance:0.5702958703041077);(idx:1_7-start:235-end:236-importance:0.3746764063835144)
chr12:43120166-43120567 (RC),(idx:0_1-start:254-end:260-importance:0.2121521681547165)
chr15:95369356-95369757,(idx:0_2-start:105-end:114-importance:0.16898462176322937)
chr13:33033235-33033636 (RC),(idx:0_0-start:192-end:202-importance:0.3202584981918335);(idx:0_1-start:228-end:234-importance:0.1433027684688568);(idx:0_1-start:268-end:274-importance:0.17232762277126312);(idx:0_0-start:280-end:290-importance:0.24307414889335632);(idx:1_3-start:195-end:203-importance:0.30781930685043335);(idx:1_5-start:231-end:234-importance:0.154722198843956);(idx:1_3-start:282-end:290-importance:0.2586507201194763)
chr5:155833318-155833719 (RC),(idx:0_5-start:17-end:27-importance:0.3526851534843445);(idx:0_1-start:33-end:39-importance:0.30044421553611755);(idx:0_2-start:143-end:152-importance:0.12464971840381622);(idx:0_3-start:232-end:237-importance:0.1693618893623352);(idx:0_0-start:242-end:252-importance:0.5827327966690063);(idx:0_2-start:339-end:348-importance:0.0387389175593853);(idx:0_1-start:379-end:385-importance:0.11329422146081924);(idx:1_5-start:147-end:150-importance:0.11758995056152344);(idx:1_7-start:252-end:253-importance:0.5062867999076843)
chr14:92276041-92276442 (RC),(idx:0_1-start:177-end:183-importance:0.17919136583805084);(idx:0_2-start:217-end:226-importance:0.11668144166469574);(idx:0_0-start:352-end:362-importance:0.17186371982097626)
chr1:168469613-168470014,(idx:0_0-start:242-end:252-importance:0.6719319224357605);(idx:0_0-start:246-end:256-importance:0.6326742172241211);(idx:0_1-start:270-end:276-importance:0.14279089868068695);(idx:1_5-start:245-end:248-importance:0.6537977457046509);(idx:1_0-start:274-end:280-importance:0.15121084451675415)
chr1:218241392-218241793 (RC),(idx:0_6-start:163-end:171-importance:0.3419307470321655);(idx:0_4-start:172-end:179-importance:0.3443211615085602);(idx:0_6-start:206-end:214-importance:0.09821727871894836);(idx:0_6-start:218-end:226-importance:0.2055654525756836);(idx:0_1-start:242-end:248-importance:-0.28046804666519165);(idx:0_1-start:281-end:287-importance:0.15005408227443695);(idx:0_0-start:297-end:307-importance:0.1081688404083252);(idx:0_4-start:327-end:334-importance:0.09940679371356964);(idx:1_5-start:210-end:213-importance:0.18850955367088318)
chr19:29763159-29763560,(idx:0_0-start:116-end:126-importance:0.7591540813446045);(idx:0_4-start:139-end:146-importance:0.2200353890657425);(idx:0_1-start:185-end:191-importance:-0.05473460257053375);(idx:0_4-start:205-end:212-importance:0.1399824172258377);(idx:0_6-start:216-end:224-importance:-0.051838282495737076);(idx:0_2-start:225-end:234-importance:-0.17928959429264069);(idx:0_2-start:243-end:252-importance:0.033039920032024384);(idx:0_1-start:255-end:261-importance:0.2910621464252472);(idx:0_1-start:299-end:305-importance:0.018822573125362396);(idx:1_5-start:219-end:222-importance:0.04340507835149765);(idx:1_3-start:239-end:247-importance:0.09913845360279083)
chr6:90850253-90850654 (RC),(idx:0_1-start:139-end:145-importance:0.07554921507835388);(idx:0_4-start:213-end:220-importance:0.537615180015564);(idx:0_5-start:213-end:223-importance:0.5904570817947388);(idx:0_1-start:231-end:237-importance:0.3209415674209595);(idx:0_0-start:362-end:372-importance:0.14387217164039612);(idx:1_9-start:136-end:137-importance:0.06741934269666672);(idx:1_7-start:230-end:231-importance:0.6715512871742249);(idx:1_7-start:245-end:246-importance:0.30901971459388733)
chr4:160381937-160382338 (RC),(idx:0_0-start:219-end:229-importance:0.2564047574996948);(idx:0_2-start:234-end:243-importance:0.4180951416492462);(idx:0_0-start:242-end:252-importance:0.41881057620048523);(idx:1_12-start:221-end:226-importance:0.34919336438179016)
chr13:109626373-109626774 (RC),(idx:0_1-start:119-end:125-importance:0.1658409833908081);(idx:0_1-start:207-end:213-importance:0.3803653120994568);(idx:0_5-start:215-end:225-importance:0.4510089159011841);(idx:0_4-start:253-end:260-importance:0.18736927211284637);(idx:1_3-start:120-end:128-importance:0.16592752933502197);(idx:1_13-start:208-end:214-importance:0.11659074574708939);(idx:1_12-start:229-end:234-importance:0.4510089159011841);(idx:1_7-start:249-end:250-importance:0.15907806158065796)
chr15:30041687-30042088 (RC),(idx:0_4-start:13-end:20-importance:-0.05323472619056702);(idx:0_2-start:25-end:34-importance:0.31726720929145813);(idx:0_0-start:88-end:98-importance:-0.8789056539535522);(idx:0_4-start:134-end:141-importance:-0.27266862988471985);(idx:0_1-start:168-end:174-importance:0.9199743270874023);(idx:0_2-start:186-end:195-importance:1.8099185228347778);(idx:0_0-start:186-end:196-importance:1.8099185228347778);(idx:0_2-start:201-end:210-importance:1.4395865201950073);(idx:0_4-start:210-end:217-importance:0.44317561388015747);(idx:0_3-start:222-end:227-importance:-1.189680814743042);(idx:0_1-start:236-end:242-importance:0.3809835612773895);(idx:0_0-start:268-end:278-importance:0.5898934602737427);(idx:0_1-start:306-end:312-importance:0.35886263847351074);(idx:0_0-start:331-end:341-importance:0.49207788705825806);(idx:0_6-start:343-end:351-importance:0.13046038150787354);(idx:0_0-start:364-end:374-importance:0.5059099197387695);(idx:0_0-start:376-end:386-importance:0.6340113878250122);(idx:1_1-start:203-end:210-importance:0.4212944507598877);(idx:1_9-start:225-end:226-importance:-1.1727524995803833);(idx:1_6-start:252-end:260-importance:1.1144717931747437);(idx:1_1-start:268-end:275-importance:0.019531860947608948);(idx:1_7-start:330-end:331-importance:0.5676473379135132);(idx:1_3-start:379-end:387-importance:0.6292136907577515)
chr21:39082988-39083389,(idx:0_1-start:121-end:127-importance:0.19583000242710114);(idx:0_4-start:157-end:164-importance:0.11726042628288269);(idx:0_0-start:176-end:186-importance:0.19310687482357025);(idx:0_1-start:237-end:243-importance:0.17637455463409424);(idx:0_1-start:267-end:273-importance:0.13705502450466156);(idx:1_7-start:114-end:115-importance:0.16925488412380219);(idx:1_5-start:156-end:159-importance:0.11011742055416107);(idx:1_3-start:176-end:184-importance:0.18368004262447357)
chr14:57302313-57302714,
chr1:97672160-97672561,(idx:0_2-start:146-end:155-importance:0.2543606758117676);(idx:0_0-start:150-end:160-importance:0.26252228021621704);(idx:0_2-start:199-end:208-importance:0.30718961358070374);(idx:0_5-start:241-end:251-importance:0.2853209376335144)
chr9:120646305-120646706,(idx:0_0-start:234-end:244-importance:0.19905292987823486);(idx:0_0-start:296-end:306-importance:0.13189414143562317);(idx:1_5-start:235-end:238-importance:0.20133672654628754)
chr16:1034890-1035291 (RC),(idx:0_1-start:137-end:143-importance:0.16948391497135162);(idx:0_1-start:157-end:163-importance:0.1570240706205368);(idx:0_1-start:181-end:187-importance:0.15169981122016907);(idx:0_4-start:200-end:207-importance:0.19060276448726654);(idx:0_1-start:220-end:226-importance:0.13520602881908417);(idx:0_1-start:235-end:241-importance:0.1146918535232544);(idx:0_0-start:303-end:313-importance:0.18876154720783234);(idx:1_8-start:184-end:189-importance:0.3108925223350525);(idx:1_7-start:212-end:213-importance:0.1583224982023239)
chr8:18172706-18173107,(idx:0_0-start:99-end:109-importance:0.055858857929706573);(idx:0_4-start:147-end:154-importance:0.1375545710325241);(idx:0_1-start:223-end:229-importance:0.3638658821582794);(idx:0_0-start:247-end:257-importance:0.09839142858982086);(idx:1_0-start:150-end:156-importance:0.14026933908462524);(idx:1_3-start:222-end:230-importance:0.34275925159454346)
chr12:2259148-2259549,(idx:0_2-start:34-end:43-importance:0.16815339028835297);(idx:0_0-start:110-end:120-importance:-0.10908565670251846);(idx:0_2-start:133-end:142-importance:0.23084518313407898);(idx:0_4-start:146-end:153-importance:0.27460235357284546);(idx:0_1-start:198-end:204-importance:0.105109803378582);(idx:0_0-start:260-end:270-importance:0.04501204192638397);(idx:0_1-start:303-end:309-importance:0.08848392218351364);(idx:1_5-start:111-end:114-importance:-0.10352790355682373);(idx:1_7-start:143-end:144-importance:0.28506678342819214);(idx:1_0-start:149-end:155-importance:0.21654260158538818);(idx:1_0-start:199-end:205-importance:0.11209820210933685)
chr1:231705849-231706250,(idx:0_0-start:214-end:224-importance:0.548967182636261)
chr1:107187571-107187972 (RC),(idx:0_2-start:145-end:154-importance:0.2833244800567627);(idx:0_5-start:184-end:194-importance:0.1328253298997879);(idx:0_0-start:233-end:243-importance:0.1126088947057724);(idx:1_7-start:155-end:156-importance:0.30424708127975464)
chr8:40202925-40203326,(idx:0_0-start:144-end:154-importance:0.1733013093471527)
chr17:55337002-55337403 (RC),(idx:0_4-start:5-end:12-importance:0.10449189692735672);(idx:0_1-start:72-end:78-importance:0.14356358349323273);(idx:0_1-start:97-end:103-importance:0.2056417316198349);(idx:0_1-start:120-end:126-importance:0.10171956568956375);(idx:0_1-start:156-end:162-importance:0.019014716148376465);(idx:0_1-start:173-end:179-importance:0.3057146370410919);(idx:0_2-start:224-end:233-importance:-0.041735000908374786);(idx:0_1-start:281-end:287-importance:0.09052550792694092);(idx:0_1-start:338-end:344-importance:0.13681431114673615);(idx:1_7-start:109-end:110-importance:0.16891184449195862);(idx:1_5-start:225-end:228-importance:-0.18108683824539185);(idx:1_7-start:296-end:297-importance:0.045283056795597076);(idx:1_7-start:344-end:345-importance:0.1572399139404297)
chr2:118437175-118437576,
chr13:45903260-45903661 (RC),(idx:0_1-start:79-end:85-importance:0.17298468947410583);(idx:0_1-start:96-end:102-importance:0.1527682989835739);(idx:0_0-start:135-end:145-importance:0.20796477794647217);(idx:0_1-start:180-end:186-importance:0.26528123021125793);(idx:0_2-start:186-end:195-importance:0.27004215121269226);(idx:0_1-start:201-end:207-importance:0.22566966712474823);(idx:0_2-start:220-end:229-importance:0.10329393297433853);(idx:1_5-start:79-end:82-importance:0.2011910229921341);(idx:1_5-start:99-end:102-importance:0.2036634385585785)
chr7:124429732-124430133,(idx:0_2-start:148-end:157-importance:0.29308754205703735);(idx:0_0-start:186-end:196-importance:0.1415725201368332);(idx:0_1-start:244-end:250-importance:0.033978696912527084);(idx:0_0-start:263-end:273-importance:0.429025262594223)
chr3:65891982-65892383 (RC),(idx:0_0-start:43-end:53-importance:0.3081294894218445);(idx:0_4-start:86-end:93-importance:0.0647941455245018);(idx:0_0-start:116-end:126-importance:0.41285765171051025);(idx:0_0-start:136-end:146-importance:0.22253677248954773);(idx:0_1-start:173-end:179-importance:0.34771689772605896);(idx:0_2-start:193-end:202-importance:0.2167477309703827);(idx:0_4-start:234-end:241-importance:0.203629732131958);(idx:0_1-start:252-end:258-importance:0.15958164632320404);(idx:0_0-start:323-end:333-importance:0.0698191374540329);(idx:0_4-start:334-end:341-importance:0.026720337569713593);(idx:1_8-start:140-end:145-importance:0.29269030690193176);(idx:1_7-start:231-end:232-importance:0.0032739974558353424)
chr12:75407574-75407975 (RC),(idx:0_1-start:136-end:142-importance:0.18942636251449585);(idx:0_0-start:177-end:187-importance:0.3979394733905792);(idx:1_7-start:149-end:150-importance:0.20424845814704895)
chr9:80485895-80486296,(idx:0_1-start:51-end:57-importance:0.1591065526008606);(idx:0_1-start:65-end:71-importance:0.2550312280654907);(idx:0_4-start:131-end:138-importance:0.19815148413181305);(idx:0_1-start:254-end:260-importance:0.18251635134220123);(idx:0_0-start:319-end:329-importance:0.3843287527561188);(idx:1_7-start:43-end:44-importance:0.10404258966445923);(idx:1_3-start:253-end:261-importance:0.14839649200439453);(idx:1_3-start:322-end:330-importance:0.41864949464797974)
chr5:29269801-29270202 (RC),
chr3:116618917-116619318 (RC),(idx:0_1-start:63-end:69-importance:0.12544234097003937)
chrX:133527495-133527896,(idx:0_0-start:120-end:130-importance:0.16848701238632202)
chr8:64091957-64092358 (RC),(idx:0_1-start:292-end:298-importance:0.1873936951160431)
chr8:24722463-24722864,(idx:0_0-start:127-end:137-importance:0.2409134805202484);(idx:0_2-start:241-end:250-importance:0.13129490613937378)
chr7:117547537-117547938 (RC),(idx:0_1-start:119-end:125-importance:0.1509731113910675);(idx:0_2-start:136-end:145-importance:0.15076957643032074);(idx:0_1-start:231-end:237-importance:0.19064074754714966)
chr13:107117307-107117708 (RC),(idx:0_0-start:153-end:163-importance:0.20125707983970642);(idx:0_1-start:193-end:199-importance:0.14184361696243286);(idx:0_1-start:209-end:215-importance:0.14678089320659637);(idx:0_2-start:239-end:248-importance:0.11590909957885742);(idx:1_7-start:249-end:250-importance:0.09131837636232376)
chr5:174309367-174309768 (RC),(idx:0_0-start:256-end:266-importance:0.1273665577173233)
chr12:66401777-66402178 (RC),
chr13:32087165-32087566 (RC),(idx:0_1-start:111-end:117-importance:0.22793643176555634);(idx:0_1-start:190-end:196-importance:0.25222182273864746);(idx:0_4-start:201-end:208-importance:0.19551704823970795);(idx:1_3-start:110-end:118-importance:0.20090393722057343);(idx:1_7-start:198-end:199-importance:0.218552365899086)
chr7:122400849-122401250 (RC),
chr3:25335359-25335760 (RC),
chr4:42917234-42917635 (RC),(idx:0_0-start:29-end:39-importance:0.1755056083202362);(idx:0_2-start:76-end:85-importance:0.20702172815799713);(idx:0_0-start:101-end:111-importance:0.0450906977057457);(idx:0_1-start:130-end:136-importance:0.15097716450691223);(idx:0_4-start:142-end:149-importance:0.46917951107025146);(idx:0_1-start:188-end:194-importance:-0.10387463122606277);(idx:0_4-start:216-end:223-importance:0.05130153149366379);(idx:0_1-start:234-end:240-importance:0.10009832680225372);(idx:0_1-start:255-end:261-importance:-0.1365615427494049);(idx:0_1-start:273-end:279-importance:0.14057587087154388);(idx:0_0-start:335-end:345-importance:0.1457511931657791);(idx:1_11-start:114-end:125-importance:-0.18814830482006073);(idx:1_7-start:138-end:139-importance:0.4596315920352936);(idx:1_0-start:270-end:276-importance:0.18198955059051514)
chr2:186302202-186302603,(idx:0_2-start:84-end:93-importance:0.16198284924030304);(idx:0_1-start:180-end:186-importance:0.3653791844844818);(idx:0_1-start:222-end:228-importance:-0.03480352461338043);(idx:0_2-start:237-end:246-importance:0.33752745389938354);(idx:0_2-start:244-end:253-importance:0.32087242603302);(idx:0_1-start:280-end:286-importance:0.015106188133358955);(idx:0_2-start:307-end:316-importance:0.1580541729927063);(idx:1_8-start:88-end:93-importance:0.1655011773109436)
chr2:18724491-18724892,(idx:0_1-start:67-end:73-importance:0.13482503592967987);(idx:0_4-start:133-end:140-importance:0.19798092544078827);(idx:0_0-start:188-end:198-importance:0.14474117755889893)
chr9:124122761-124123162 (RC),(idx:0_0-start:84-end:94-importance:0.1691257506608963);(idx:0_1-start:177-end:183-importance:0.09332077950239182);(idx:0_0-start:195-end:205-importance:0.08736991882324219);(idx:0_0-start:277-end:287-importance:0.14282280206680298);(idx:1_5-start:280-end:283-importance:0.13509608805179596)
chr13:103213039-103213440,(idx:0_0-start:126-end:136-importance:0.27536383271217346);(idx:0_0-start:223-end:233-importance:0.17746691405773163);(idx:1_7-start:233-end:234-importance:0.13471592962741852)
chr18:78270430-78270831,(idx:0_1-start:143-end:149-importance:0.1324331909418106);(idx:0_1-start:172-end:178-importance:0.12012171000242233);(idx:0_0-start:192-end:202-importance:0.8643938899040222);(idx:0_1-start:207-end:213-importance:0.41822537779808044);(idx:1_7-start:184-end:185-importance:0.17586445808410645);(idx:1_7-start:191-end:192-importance:0.6941476464271545)
chr6:57298742-57299143 (RC),(idx:0_0-start:124-end:134-importance:0.36418822407722473);(idx:0_1-start:139-end:145-importance:0.12350224703550339);(idx:0_1-start:222-end:228-importance:0.18206007778644562);(idx:0_1-start:319-end:325-importance:0.11647315323352814);(idx:1_3-start:318-end:326-importance:0.12440509349107742)
chr2:149828961-149829362 (RC),(idx:0_1-start:214-end:220-importance:0.25692713260650635);(idx:0_2-start:224-end:233-importance:0.28965574502944946);(idx:0_4-start:244-end:251-importance:0.253754585981369);(idx:1_7-start:226-end:227-importance:0.4114927053451538);(idx:1_5-start:228-end:231-importance:0.39330026507377625)
chr11:43038272-43038673 (RC),
chr8:59749640-59750041 (RC),(idx:0_1-start:18-end:24-importance:0.3566629886627197);(idx:0_2-start:62-end:71-importance:0.3519723415374756);(idx:0_1-start:72-end:78-importance:0.15564528107643127);(idx:0_1-start:137-end:143-importance:0.14273491501808167);(idx:0_7-start:148-end:155-importance:0.1289975643157959);(idx:0_2-start:159-end:168-importance:-0.12654228508472443);(idx:0_4-start:175-end:182-importance:0.2727932631969452);(idx:0_0-start:185-end:195-importance:0.31129220128059387);(idx:0_0-start:196-end:206-importance:0.4134731590747833);(idx:0_0-start:192-end:202-importance:0.5116231441497803);(idx:0_4-start:239-end:246-importance:-0.14621128141880035);(idx:0_3-start:250-end:255-importance:-0.0704774260520935);(idx:0_6-start:264-end:272-importance:0.1642824411392212);(idx:0_4-start:269-end:276-importance:0.39260393381118774);(idx:0_1-start:298-end:304-importance:-0.010964011773467064);(idx:0_4-start:319-end:326-importance:0.03947959467768669);(idx:1_7-start:35-end:36-importance:0.36235401034355164);(idx:1_3-start:149-end:157-importance:0.35758110880851746);(idx:1_12-start:190-end:195-importance:0.16404187679290771);(idx:1_0-start:203-end:209-importance:0.380389004945755);(idx:1_5-start:253-end:256-importance:-0.14830297231674194);(idx:1_4-start:309-end:317-importance:0.04868539050221443)
chr13:67478150-67478551,(idx:0_1-start:105-end:111-importance:0.11205684393644333);(idx:0_5-start:203-end:213-importance:0.27575618028640747);(idx:0_2-start:216-end:225-importance:0.07986196130514145);(idx:0_0-start:245-end:255-importance:0.16716569662094116);(idx:0_1-start:269-end:275-importance:0.14780619740486145);(idx:0_1-start:346-end:352-importance:0.06350601464509964);(idx:1_7-start:214-end:215-importance:0.21522964537143707);(idx:1_4-start:267-end:275-importance:0.14780619740486145)
chr18:48217058-48217459 (RC),(idx:0_1-start:204-end:210-importance:0.16775311529636383);(idx:0_2-start:246-end:255-importance:0.34599292278289795);(idx:1_4-start:209-end:217-importance:0.13997532427310944)
chr17:67121323-67121724 (RC),(idx:0_0-start:92-end:102-importance:0.14633415639400482);(idx:0_2-start:117-end:126-importance:0.15432961285114288);(idx:0_2-start:133-end:142-importance:0.22130510210990906);(idx:0_0-start:219-end:229-importance:0.10291817039251328);(idx:0_2-start:280-end:289-importance:0.09339956194162369);(idx:1_7-start:143-end:144-importance:0.19123539328575134)
chr15:95826739-95827140 (RC),
chr20:48605827-48606228 (RC),(idx:0_1-start:35-end:41-importance:0.30159738659858704);(idx:0_2-start:144-end:153-importance:0.14641360938549042);(idx:0_1-start:178-end:184-importance:-0.09305491298437119);(idx:0_1-start:206-end:212-importance:-0.16437512636184692);(idx:0_4-start:223-end:230-importance:-0.1836618036031723);(idx:0_2-start:241-end:250-importance:0.04349002242088318);(idx:0_1-start:260-end:266-importance:1.09417724609375);(idx:0_1-start:272-end:278-importance:0.5730092525482178);(idx:0_0-start:363-end:373-importance:0.12475613504648209);(idx:1_3-start:34-end:42-importance:0.28043827414512634);(idx:1_1-start:179-end:186-importance:-0.07399934530258179);(idx:1_1-start:207-end:214-importance:0.06333695352077484);(idx:1_5-start:224-end:227-importance:-0.02552146092057228);(idx:1_7-start:251-end:252-importance:0.11154258251190186);(idx:1_7-start:265-end:266-importance:1.1594626903533936);(idx:1_7-start:373-end:374-importance:0.07226364314556122)
