,pattern,num_seqlets,modisco_cwm_fwd,modisco_cwm_rev,match0,motif_name0,qval0,match0_logo,match1,motif_name1,qval1,match1_logo,match2,motif_name2,qval2,match2_logo
29,metacluster_1.pattern_4,491,trimmed_logos/metacluster_1.pattern_4.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_4.cwm.rev.png,MA0680.2,Pax7,0.00342853,motif_logo/MA0680.2.png,MA1978.1,ZNF354A,0.00819869,motif_logo/MA1978.1.png,MA0681.2,PHOX2B,0.00923491,motif_logo/MA0681.2.png
30,metacluster_1.pattern_5,430,trimmed_logos/metacluster_1.pattern_5.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_5.cwm.rev.png,MA0681.2,PHOX2B,0.00355057,motif_logo/MA0681.2.png,MA0680.2,Pax7,0.00355057,motif_logo/MA0680.2.png,MA0679.2,ONECUT1,0.00408345,motif_logo/MA0679.2.png
31,metacluster_1.pattern_6,400,trimmed_logos/metacluster_1.pattern_6.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_6.cwm.rev.png,MA0680.2,Pax7,0.00332888,motif_logo/MA0680.2.png,MA0681.2,PHOX2B,0.0288009,motif_logo/MA0681.2.png,MA0135.1,Lhx3,0.0333424,motif_logo/MA0135.1.png
32,metacluster_1.pattern_7,369,trimmed_logos/metacluster_1.pattern_7.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_7.cwm.rev.png,MA0674.1,NKX6-1,0.186573,motif_logo/MA0674.1.png,MA0675.1,NKX6-2,0.186573,motif_logo/MA0675.1.png,MA0601.1,Arid3b,0.186573,motif_logo/MA0601.1.png
33,metacluster_1.pattern_8,302,trimmed_logos/metacluster_1.pattern_8.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_8.cwm.rev.png,MA0154.4,EBF1,1.0,motif_logo/MA0154.4.png,MA0743.2,SCRT1,1.0,motif_logo/MA0743.2.png,MA0793.1,POU6F2,1.0,motif_logo/MA0793.1.png
34,metacluster_1.pattern_9,277,trimmed_logos/metacluster_1.pattern_9.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_9.cwm.rev.png,MA0681.2,PHOX2B,0.0565474,motif_logo/MA0681.2.png,MA0788.1,POU3F3,0.0565474,motif_logo/MA0788.1.png,MA0680.2,Pax7,0.0762332,motif_logo/MA0680.2.png
35,metacluster_1.pattern_10,213,trimmed_logos/metacluster_1.pattern_10.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_10.cwm.rev.png,MA1538.1,NR2F1,0.015607,motif_logo/MA1538.1.png,MA1146.1,NR1H4::RXRA,0.0327906,motif_logo/MA1146.1.png,MA1147.1,NR4A2::RXRA,0.0327906,motif_logo/MA1147.1.png
36,metacluster_1.pattern_11,190,trimmed_logos/metacluster_1.pattern_11.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_11.cwm.rev.png,MA0681.2,PHOX2B,1.0,motif_logo/MA0681.2.png,MA0488.1,JUN,1.0,motif_logo/MA0488.1.png,MA1480.1,DPRX,1.0,motif_logo/MA1480.1.png
37,metacluster_1.pattern_12,163,trimmed_logos/metacluster_1.pattern_12.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_12.cwm.rev.png,MA0154.4,EBF1,1.0,motif_logo/MA0154.4.png,MA0719.1,RHOXF1,1.0,motif_logo/MA0719.1.png,MA0872.1,TFAP2A,1.0,motif_logo/MA0872.1.png
38,metacluster_1.pattern_13,138,trimmed_logos/metacluster_1.pattern_13.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_13.cwm.rev.png,MA0671.1,NFIX,0.793902,motif_logo/MA0671.1.png,MA0670.1,NFIA,0.793902,motif_logo/MA0670.1.png,MA0161.2,NFIC,0.793902,motif_logo/MA0161.2.png
39,metacluster_1.pattern_14,107,trimmed_logos/metacluster_1.pattern_14.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_14.cwm.rev.png,MA1480.1,DPRX,0.0281483,motif_logo/MA1480.1.png,MA0681.2,PHOX2B,0.0281483,motif_logo/MA0681.2.png,MA1978.1,ZNF354A,0.0525692,motif_logo/MA1978.1.png
40,metacluster_1.pattern_15,68,trimmed_logos/metacluster_1.pattern_15.cwm.fwd.png,trimmed_logos/metacluster_1.pattern_15.cwm.rev.png,MA0102.4,CEBPA,0.143928,motif_logo/MA0102.4.png,MA1978.1,ZNF354A,0.342886,motif_logo/MA1978.1.png,MA0836.2,CEBPD,0.342886,motif_logo/MA0836.2.png
